1,0.5,2,2,3.8705146061577,0.549889932555658,-0.95182161176916
2,4,1,2,3.22555574929984,0.861547545260151,-0.302460735931744
3,0.25,2,0.5,1.6698276350614,0.855481014066631,0.654854523796531
4,0.25,2,2,3.12300566770418,0.718755345933274,-0.227433887991624
5,0.5,2,1,3.06736144313853,0.81720427551107,-0.253603845232734
6,0.5,2,2,3.47795015150832,0.790999771804583,-0.533907541496454
7,0.25,2,1,3.03986738946353,0.848940255473665,-0.227236362651951
8,0.25,2,2,3.02696070591682,0.665498805849269,-0.147900465029023
9,0.25,2,2,3.62677661686363,0.621780298808633,-0.699679928328731
10,4,1,2,3.39462655573649,0.859860170481877,-0.473723703097385
